ConstituentID,DisplayName,ArtistBio,Nationality,Gender,BeginDate,EndDate,Wiki QID,ULAN
44,Robert Abel,"American, born 1937",American,Male,1937,0,Q7341326,
46,Sigmund Abeles,"American, born 1934",American,Male,1934,0,,
47,Raimund Abraham,"American, born Austria. 1933–2010",American,Male,1933,2010,Q78819,500031964
49,Ivor Abrahams,"British, born 1935",British,Male,1935,0,Q11714362,500012378
50,Gerald Abramovitz,"British, born South Africa. 1928–2011",British,Male,1928,2011,,
51,William Ross Abrams,"American, 1920–2007",American,Male,1920,2007,,
52,Rodolfo Abularach,"Guatemalan, born 1933",Guatemalan,Male,1933,0,Q7357131,500118427
53,Vito Acconci,"American, 1940–2017",American,Male,1940,2017,Q433471,500014538
54,Milton Ackoff,"American, born 1915",American,Male,1915,0,,
55,Norman Ackroyd,British,British,Male,0,0,Q7051892,500029028
56,Luis Alberto Acuña,"Colombian, 1904–1994",Colombian,Male,1904,1994,,
57,Henri Georges Adam,"French, 1904–1967",French,Male,1904,1967,Q662900,500020748
58,Antoine Samuel Adam-Salomon,"French, 1818–1881",French,Male,1818,1881,,
59,Valerio Adami,"Italian, born 1935",Italian,Male,1935,0,Q562139,500013534
60,Ansel Adams,"American, 1902–1984",American,Male,1902,1984,Q60809,500026108
61,Alice Adams,"American, born 1930",American,Female,1930,0,Q4725709,500033075
62,Clinton Adams,"American, 1918–2002",American,Male,1918,2002,Q5134058,500042367
63,Dacres Adams,"British, 1864–1951",British,Male,1864,1951,,
64,Dennis Adams,"American, born 1948",American,Male,1948,0,,
65,Kenneth M. Adams,"American, 1897–1966",American,Male,1897,1966,,
66,Robert Adams,"American, born 1937",American,Male,1937,0,Q1392710,500037036
67,Shelby Lee Adams,"American, born 1950",American,Female,1950,0,,
68,Charles Addams,"American, 1912–1988",American,Male,1912,1988,Q361106,500074368
69,Allan Adler,"American, 1916–2002",American,Male,1916,2002,,
70,Jankel Adler,"Polish, 1895–1949",Polish,Male,1895,1949,Q213726,500027359
71,Virginia Admiral,"American, 1915–2000",American,Female,1915,2000,Q7815833,500044912
72,Pic Adrian,"Romanian, born 1910",Romanian,Male,1910,0,,
74,Roy Adzak,"British, 1927–1987",British,Male,1927,1987,Q3445734,500032997
76,Nicholas Africano,"American, born 1948",American,Male,1948,0,,
77,Afro (Afro Basaldella),"Italian, 1912–1976",Italian,Male,1912,1976,Q388090,500014109
78,Aftograf,Russian,Russian,,0,0,,
79,Agam (Yaacov Agam),"Israeli, born 1928",Israeli,Male,1928,0,Q276030,500019224
80,Mehemed Fehmy Agha,"American, born Russia. 1896–1978",American,Male,1896,1978,Q3853982,500032736
81,Kathleen Agnoli,"American, born 1945",American,Female,1945,0,,
82,Peter Agostini,"American, 1913–1993",American,Male,1913,1993,,
83,Olympe Aguado de las Marismas,"French, 1827–1894",French,Male,1827,1894,Q2734214,500345720
84,Dongkuk S. Ahn,"American, 1937–2013",American,Male,1937,2013,,
85,Aarne Aho,"Finnish, 1904–1978",Finnish,Male,1904,1978,,
86,Otl Aicher (also known as Otto Aicher),"German, 1922–1991",German,Male,1922,1991,Q61191,500058307
87,Lucien Aigner,"American, born Hungary. 1901–1999",American,Male,1901,1999,Q3265338,500043259
88,Gregory Ain,"American, 1908–1988",American,Male,1908,1988,Q5606793,500008108
89,Edgar Ainsworth,"British, 1906–1975",British,Male,1906,1975,,
91,Roberto Aizenberg,"Argentine, 1928–1996",Argentine,Male,1928,1996,,
92,Kinji Akagawa,"Japanese, born 1940",Japanese,Male,1940,0,,
93,Ryoji Akiyama,"Japanese, born 1942",Japanese,Male,1942,0,Q7385596,
94,Munira Al-Kazi,"Kuwaiti, born 1939",Kuwaiti,Female,1939,0,,
95,Alastair (Hans H. Voight),"German, 1887–1969",German,Male,1887,1969,,
96,Anni Albers,"American, born Germany. 1899–1994",American,Female,1899,1994,Q86078,500012591
97,Josef Albers,"American, born Germany. 1888–1976",American,Male,1888,1976,Q170071,500033049
98,Beatrice Albert,American,American,Female,0,0,,
99,Joan Albert,"American, 1943–2012",American,Female,1943,2012,,
100,Ivan LeLorraine Albright,"American, 1897–1983",American,Male,1897,1983,Q1392676,500016413
101,Album-miscellaneous,Various,,,0,0,,
103,Albert Alcalay,"American, 1917–2008",American,Male,1917,2008,,
104,L. (Alfred Lewin Copley) Alcopley,"American, born Germany. 1910–1992",American,Male,1910,1992,Q3611295,500019879
105,A. Alcorn,American,American,,0,0,,
106,Alan Aldridge,"British, born 1943",British,Male,1943,0,,
107,Pierre Alechinsky,"Belgian, born 1927",Belgian,Male,1927,0,Q328248,500027985
108,Peter Alexander,"American, 1939-2020",American,Male,1939,2020,,
111,Carlo Alfano,Italian,Italian,Male,0,0,,
112,José R. Alicea,"American, born Puerto Rico 1928",American,Male,1928,0,,
113,Leopoldo and Guiseppe Alinari,Italian,Italian,,0,0,,
114,James Alinder,"American, born 1941",American,Male,1941,0,,
115,Yves Alix,"French, 1890–1969",French,Male,1890,1969,,
116,Wobbe Alkema,"Dutch, 1900–1984",Dutch,Male,1900,1984,,
117,William Allan,"American, born 1936",American,Male,1936,0,,
118,Alexander Alland,"American, born Russia. 1902–1989",American,Male,1902,1989,,
119,Harry Allen,"American, born 1964",American,Male,1964,0,,
120,Terry Allen,"American, born 1943",American,Male,1943,0,Q1279401,500103769
121,Adrian Allinson,"British, 1890–1959",British,Male,1890,1959,,
123,Carlos Alonso,"Argentine, born 1929",Argentine,Male,1929,0,,
124,Glen Alps,"American, 1914–1996",American,Male,1914,1996,,
126,Henry Altchek,"American, born 1943",American,Male,1943,0,,
127,Gerhard Altenbourg,"German, 1926–1989",German,Male,1926,1989,Q111018,500029807
128,Hobie Alter,"American, born 1933",American,Male,1933,0,,
129,Harold Altman,"American, 1924–2003",American,Male,1924,2003,,500028706
131,Giacchino Altobelli,"Italian, born 1814",Italian,Male,1814,0,,
132,John Altoon,"American, 1925–1969",American,Male,1925,1969,Q4062989,500019079
135,Manuel Álvarez Bravo,"Mexican, 1902–2002",Mexican,Male,1902,2002,Q712262,500028115
136,Dag Alveng,"Norwegian, born 1953",Norwegian,Male,1953,0,,
137,Getulio Alviani,"Italian, born 1939",Italian,Male,1939,0,Q325200,500006302
138,Edmond-François Aman Jean,"French, 1858–1936",French,Male,1858,1936,Q576570,500012380
139,Kunihiro Amano,Japanese,Japanese,Male,0,0,,
140,Jim Amaral,"American, born 1933",American,Male,1933,0,,
141,Emilio Ambasz,"Argentine, born 1943",Argentine,Male,1943,0,Q655905,500016432
142,M. Ameen,Nationality unknown,Nationality unknown,,0,0,,
143,Irving Amen,"American, 1918–2011",American,Male,1918,2011,,
144,Woody van Amen,"Dutch, born 1936",Dutch,Male,1936,0,,
145,Gregory Amenoff,"American, born 1948",American,Male,1948,0,,
148,Florencia de Amesti,"Chilean, 1925–2006",Chilean,Female,1925,2006,,
149,Cuno Amiet,"Swiss, 1868–1961",Swiss,Male,1868,1961,Q566797,500005153
150,Francisco Amighetti Ruiz,"Costa Rican, 1907–1998",Costa Rican,Male,1907,1998,,
152,Ralph Ammirati,American,American,Male,0,0,,
153,Emma Amos,"American, 1937–2020",American,Female,1937,2020,Q5372719,500124746
154,Mauricio Amster Cats,"Chilean, born Lvov, 1907–1980",Chilean,Male,1907,1980,,
155,William Anastasi,"American, born 1933",American,Male,1933,0,Q15459073,500056778
157,Stephen Ancona,"American, born 1932",American,Male,1932,0,,
158,Jiþi Anderle,"Czech, born 1936",Czech,Male,1936,0,,
159,Gunnar Aagaard Andersen,"Danish, 1919–1982",Danish,Male,1919,1982,,
160,Karin Schou Andersen,"Danish, born 1953",Danish,Female,1953,0,,
161,Clarence William Anderson,"American, 1891–1971",American,Male,1891,1971,,
162,Carl Anderson,"American, 1903–1989",American,Male,1903,1989,Q1036742,
163,Dennis Anderson,"American, born 1948",American,Male,1948,0,,
164,Jeremy Anderson,"American, 1921–1982",American,Male,1921,1982,,
165,James Anderson,"British, 1813–1877",British,Male,1813,1877,Q3160907,500001454
166,Jerry Anderson,"American, born 1938",American,Male,1938,0,,
167,John Anderson,"British, born 1928",British,Male,1928,0,,
168,Neil Anderson,"American, born 1933",American,Male,1933,0,,
169,Paul L. Anderson,"American, 1880–1956",American,Male,1880,1956,Q7152029,500065743
170,Monika Andersson,"Swedish, born 1957",Swedish,Female,1957,0,,
172,Joe Andoe,"American, born 1955",American,Male,1955,0,,
173,Farnese de Andrade-Neto,"Brazilian, 1926–1996",Brazilian,Male,1926,1996,,
174,Carl Andre,"American, born 1935",American,Male,1935,0,Q315348,500011651
175,Pat Andrea,"Dutch, born 1942",Dutch,Male,1942,0,,
176,A. Andreas,French,French,,0,0,,
177,Henning Andreasen,"Danish, born 1923",Danish,Male,1923,0,,
178,Laura Andreson,"American, 1902–1999",American,Female,1902,1999,,
179,Mariano Andreù,"Spanish, 1888–1976",Spanish,Male,1888,1976,,
180,Benny Andrews,"American, 1930–2006",American,Male,1930,2006,Q4889934,500111179
181,Emmy Andriesse,"Dutch, 1914–1953",Dutch,Female,1914,1953,Q530883,
182,Claudia Andujar,"Brazilian, born Switzerland 1931",American,Female,1931,0,,
183,Manuel Angeles Ortiz,"Spanish, 1896–1984",Spanish,Male,1895,1984,Q5994858,
184,Ludwig Angerer,"Austrian, 1827–1879",Austrian,Male,1827,1879,,
185,Bruce Angrave,British,British,Male,0,0,,
186,Raúl Anguiano,"Mexican, 1915–2006",Mexican,Male,1915,2006,Q325503,500061635
188,Sibyl Anikeef,"American, 1896–1996",American,Female,1896,1996,,
189,James Craig Annan,"British, 1864–1946",British,Male,1864,1946,Q2138560,500016620
190,Thomas Annan,"British, 1829–1887",British,Male,1829,1887,Q1926294,500010588
193,David Annesley,"British, born 1936",British,Male,1936,0,,
194,Horst Antes,"German, born 1936",German,Male,1936,0,Q446519,500010821
195,William Anthony,"American, born 1934",American,Male,1934,0,,
196,Stephen Antonakos,"American, 1926–2013",American,Male,1926,2013,Q15429571,500091275
198,Garo Antreasian,"American, born 1922",American,Male,1922,0,,
199,Nemesio Antúnez,"Chilean, 1918–1993",Chilean,Male,1918,1993,,
200,Richard Anuszkiewicz,"American, 1930-2020",American,Male,1930,2020,Q558505,500025580
201,Aoki Toshio,,,,0,0,,
202,Carl Apfelschnitt,"American, born 1948",American,Male,1948,0,,
203,Karel Appel,"Dutch, 1921–2006",Dutch,Male,1921,2006,Q152793,500030857
204,Leon Appelbaum,American,American,Male,0,0,,
205,Ida Applebroog,"American, born 1929",American,Female,1929,0,Q1488149,500091955
207,Shusaku Arakawa,"American, born Japan. 1936–2010",American,Male,1936,2010,Q478264,500123705
208,Diane Arbus,"American, 1923–1971",American,Female,1923,1971,Q234608,500012758
209,Aleksandr Archipenko,"American, born Ukraine. 1887–1964",American,Male,1887,1964,Q157578,500022523
211,Mordecai Ardon,"Israeli, born Poland. 1896–1992",Israeli,Male,1896,1992,Q631835,500030956
212,Luis Arenal,"Mexican, 1909–1985",Mexican,Male,1909,1985,,
214,Egmont Arens,"American, 1888–1966",American,Male,1888,1966,Q1298270,500125347
215,Tamotsu Arikawa,Japanese,Japanese,Male,0,0,,
216,Avigdor Arikha,"Romanian, 1929–2010",Romanian,Male,1929,2010,,
217,Gonzalo Ariza,"Colombian, 1912–1995",Colombian,Male,1912,1995,,
218,Alda Maria Armagni,Argentine,Argentine,Female,0,0,,
219,Siah Armajani,"American, born Iran. 1939–2020",American,Male,1939,2020,Q325184,500020843
220,Arman,"American, born France. 1928–2005",American,Male,1928,2005,Q367973,500003632
221,Armando,"Dutch, born 1929",Dutch,Male,1929,0,,
222,F. Armbruster,Nationality unknown,Nationality unknown,,0,0,,
224,Kenneth Armitage,"British, 1916–2002",British,Male,1916,2002,Q659535,500008896
225,John Taylor Arms,"American, 1887–1953",American,Male,1887,1953,Q6260399,500022283
226,John Armstrong,"British, 1893–1973",British,Male,1893,1973,Q19325186,500027012
227,François Arnal,"French, 1924–2012",French,Male,1924,2012,,
228,Arndt,"German, 1898–1976",German,,1898,1976,,
229,Eugène Atget,"French, 1857–1927",French,Male,1857,1927,Q322030,500008199
230,John Atherton,"American, 1900–1952",American,Male,1900,1952,Q20200670,500011141
231,Anna Atkins,"British, 1799–1871",British,Female,1799,1871,,
232,Conrad Atkinson,"British, born 1940",British,Male,1940,0,,
233,Lawrence Atkinson,"British, 1873–1931",British,Male,1873,1931,Q4072108,500002487
234,Terry Atkinson,"British, born 1939",British,Male,1939,0,Q325740,500012421
235,Jean-Michel Atlan,"French, born Algeria. 1913–1960",French,Male,1913,1960,Q689646,500055885
236,Dotty Attie,"American, born 1938",American,Female,1938,0,Q5299500,500024829
238,Carl Auböck,"Austrian, 1924–1993",Austrian,Male,1924,1993,,
239,Charles Aubry,"French, 1811–1877",French,Male,1811,1877,,
240,Frank Auerbach,"British, born Germany 1931. To England 1939.",British,Male,1931,0,Q215919,500023601
241,Gae Aulenti,"Italian, 1930–2012",Italian,Female,1930,2012,Q8867,
242,Keith James Aulik,Nationality unknown,Nationality unknown,Male,0,0,,
243,George Ault,"American, 1891–1948",American,Male,1891,1948,Q2282231,500005655
245,Irving Austin,American,American,Male,0,0,,
246,Mario Avati,"Italian, 1921–2009",Italian,Male,1921,2009,,
247,Edward Avedisian,"American, 1936–2007",American,Male,1936,2007,Q5341650,500004353
248,Richard Avedon,"American, 1923–2004",American,Male,1923,2004,Q305497,500013773
249,Frances Avery,"American, born Canada. 1910–2006",American,Female,1910,2006,,
250,Milton Avery,"American, 1885–1965",American,Male,1885,1965,Q2714574,500002713
251,David Avison,American,American,Male,0,0,,
252,Mordechai Avniel,Israeli,Israeli,Male,0,0,,
254,Kiyoshi Awazu,"Japanese, 1929–2009",Japanese,Male,1929,2009,,
255,Ay-O,"Japanese, born 1931",Japanese,Male,1931,0,Q2874830,500125452
256,Alice Aycock,"American, born 1946",American,Female,1946,0,Q523722,500026635
257,Pierre Ayot,"Canadian, 1943–1995",Canadian,Male,1943,1995,,
258,Michael Ayrton,"British, 1921–1975",British,Male,1921,1975,Q2739689,500018746
259,Luis Cruz Azaceta,"American, born 1942",American,Male,1942,0,,
260,Umetaro Azechi,"Japanese, 1902–1999",Japanese,Male,1902,1999,Q11578726,500330875
261,Kengiro Azuma,"Japanese, born 1926",Japanese,Male,1926,0,Q139095,500192170
262,Johannes Baader,"German, 1875–1955",German,Male,1875,1955,Q67897,500072111
263,Johannes Theodor Baargeld (Alfred Emanuel Ferdinand Gruenwald),"German, 1892–1927",German,Male,1892,1927,Q481655,500108031
264,Kurt W. Baasch,"American, born Venezuela. 1891–1964",American,Male,1891,1964,,
265,Alice Baber,"American, 1928–1982",American,Female,1928,1982,,
266,Bacard Fils,French,French,Male,0,0,,
268,Edmondo Bacci,"Italian, 1913–1978",Italian,Male,1913,1978,,
269,Elvira Bach,"German, born 1951",German,Female,1951,0,,
270,Olof Backman,"Swedish, born 1899",Swedish,Male,1899,0,,
271,Olof Backstrom,"Finnish, born 1922",Finnish,Male,1922,0,,
272,Francis Bacon,"British, born Ireland. 1909–1992",British,Male,1909,1992,Q154340,500021153
273,Peggy Bacon,"American, 1895–1987",American,Female,1895,1987,Q7160630,500024574
275,Karl Baden,"American, born 1952",American,Male,1952,0,,
276,Mowry Thatcher Baden,"American, born 1936",American,Male,1936,0,,
277,Aquiles Badi,"Argentine, 1894–1976",Argentine,Male,1894,1976,,
278,Libero Badii,"Argentine, 1916–2001",Argentine,Male,1916,2001,,
279,Frank Badur,"German, born 1944",German,Male,1944,0,,
280,Donald Baechler,"American, born 1956",American,Male,1956,0,,
281,Jo Baer,"American, born 1929",American,Female,1929,0,Q1689871,500009657
282,Martin Baer,"American, 1894–1961",American,Male,1894,1961,,
283,Olle Baertling,"Swedish, 1911–1981",Swedish,Male,1911,1981,,
284,Myrna Báez,"American, born Puerto Rico 1931",American,Female,1931,0,,
285,John Bageris,"American, 1924–2000",American,Male,1924,2000,Q6220240,
286,Heinz Bahr,"German, born 1934",German,Male,1934,0,,
287,Malcolm Bailey,"American, 1947–2011",American,Male,1947,2011,,
288,Oscar Bailey,"American, 1925–2010",American,Male,1925,2010,,
289,William Bailey,"American, 1930–2020",American,Male,1930,2020,,
290,Larry Bair,"American, 1952–1990",American,Male,1952,1990,,
291,Eugenie Baizerman,"American, born Poland. 1899–1949",American,Female,1899,1949,,
292,Enrico Baj,"Italian, 1924–2003",Italian,Male,1924,2003,Q765758,500030098
294,Carl Baker,American,American,Male,0,0,,
296,Mikal Baker,"American, born 1946",American,Male,1946,0,,
298,Vagrich Bakhchanyan,"Russian, 1938–2009",Russian,Male,1938,2009,,
299,Gerhard H. Bakker,"American, born Germany. 1906-1988",American,Male,1906,1988,,
300,Léon Bakst,"Russian, 1866–1924",Russian,Male,1866,1924,Q214666,500009524
301,Gerard Baksteen,"Dutch, 1887–1976",Dutch,Male,1887,1976,,
302,Amèrico Balán,"Argentine, 1915–1986",Argentine,Male,1915,1986,,
303,Jirí Balcar,"Czech, 1929–1968",Czech,Male,1929,1968,,
304,John Baldessari,"American, 1931-2020",American,Male,1931,2020,Q683378,500098854
305,George Baldessin,"Australian, 1939–1978",Australian,Male,1939,1978,,
307,C. Leroy Baldridge,"American, 1889–1975",American,Male,1889,1975,,
308,Édouard-Denis Baldus,"French, 1813–1882",French,Male,1813,1882,Q71244,500024737
309,Benjamin Baldwin,"American, 1913–1993",American,Male,1913,1993,,
310,Joost Baljeu,"Dutch, 1925–1991",Dutch,Male,1925,1991,Q12012418,500000507
311,Giacomo Balla,"Italian, 1871–1958",Italian,Male,1871,1958,Q368254,500014876
313,R. Maxil Ballinger,"American, 1914–1958",American,Male,1914,1958,,
314,Theo H. Ballmer,"Swiss, 1902–1965",Swiss,Male,1902,1965,Q2416828,500060722
315,Alexander Bally,"American, born 1938",American,Male,1938,0,,
316,John F. Balossi,"American, 1931–2007",American,Male,1931,2007,,
317,Balthus (Baltusz Klossowski de Rola),"French, 1908–2001",French,Male,1908,2001,Q325925,500021167
318,Lewis Baltz,"American, 1945–2014",American,Male,1945,2014,Q353266,500011333
319,Thomas Bamberger,"American, born 1948",American,Male,1948,0,,
320,McDonald (Mackey Jeffries) Bane,"American, born 1928",American,Female,1928,0,,
321,Colette Bangert,"American, born 1934",American,Female,1934,0,,
322,Walter Darby Bannard,"American, 1934–2016",American,Male,1934,2016,,
323,John Banting,"British, 1902–1972",British,Male,1902,1972,Q6220564,500028747
324,Rudolf Baranik,"American, 1920–1998",American,Male,1920,1998,,
325,Vladimir Baranoff-Rossiné,"Ukrainian, 1888–1944",Ukrainian,Male,1888,1944,Q573654,500017903
327,Anthony Barboza,"American, born 1944",American,Male,1944,0,,
329,Miquel Barcelo,"Spanish, born 1957",Spanish,Male,1957,0,Q561930,500003657
330,Peter Bardazzi,"American, born 1943",American,Male,1943,0,,
331,Jules-Jean-Antoine Baric,"French, 1825–1905",French,Male,1825,1905,,
332,Richard Baringer,"American, 1921–1980",American,Male,1921,1980,,
333,George Barker,"Australian, born 1942",Australian,Male,1942,0,,
334,Walter William Barker,"American, born Germany. 1921–2004",American,Male,1921,2004,,
335,Ernst Barlach,"German, 1870–1938",German,Male,1870,1938,Q156890,500013940
336,George Barnard,"American, 1819–1902",American,Male,1819,1902,Q127916,500115186
337,Cyril H. Barnes,American,American,Male,0,0,,
338,Matthew Rackham Barnes,"American, born Scotland.1880–1951",American,Male,1880,1951,,
339,Robert Barnes,"American, born 1934",American,Male,1934,0,,
342,Will Barnet,"American, 1911–2012",American,Male,1911,2012,Q1566998,500010278
343,Tina Barney,"American, born 1945",American,Female,1945,0,Q522240,500118716
344,Hannelore Baron,"American, 1926–1987",American,Female,1926,1987,,
345,Martin Barooshian,"American, born 1929",American,Male,1929,0,,
347,Steve Barraclough,British,British,Male,0,0,,
348,Maurice Barraud,"Swiss, 1889–1955",Swiss,Male,1889,1955,,
349,Susan Barron,"American, born 1947",American,Female,1947,0,,
350,Thomas F. Barrow,"American, born 1938",American,Male,1938,0,,
351,D. F. Barry,"American, 1854–1934",American,Male,1854,1934,,
352,Robert Barry,"American, born 1936",American,Male,1936,0,Q477373,500053936
353,Robert Bart,"American, born Canada 1923",American,Male,1923,0,,
354,Frances Barth,"American, born 1946",American,Female,1946,0,,
355,Ruodi Barth,"Swiss, 1921–1999",Swiss,Male,1921,1999,,
356,"Ralph Bartholomew, Jr.","American, 1907–1985",American,Male,1907,1985,,
357,Jennifer Bartlett,"American, born 1941",American,Female,1941,0,Q6178106,500021315
358,Robert Bartlett,"British, 1922–1979",British,Male,1922,1979,,
359,Carlo Bartoli,"Italian, born 1931",Italian,Male,1931,0,,
360,Luigi Bartolini,"Italian, 1892–1963",Italian,Male,1892,1963,Q172346,500016350
361,Joseph Bartscherer,"American, born 1954",American,Male,1954,0,,
362,Gianfranco Baruchello,"Italian, born 1924",Italian,Male,1924,0,Q328719,500022197
363,Héctor Basaldua,"Argentine, 1895–1976",Argentine,Male,1895,1976,,
364,Bernard Baschet,"French, 1917–2015",French,Male,1917,2015,,
365,François Baschet,"French, 1920–2014",French,Male,1920,2014,,
366,Georg Baselitz,"German, born 1938",German,Male,1938,0,Q164775,500045683
368,Mati Basis,"Israeli, born 1933",Israeli,Male,1933,0,,
369,Leonard Baskin,"American, 1922–2000",American,Male,1922,2000,Q2601617,500003136
370,Jean-Michel Basquiat,"American, 1960–1988",American,Male,1960,1988,Q155407,500093239
371,Joel Bass,"American, born 1943",American,Male,1943,0,,
372,Saul Bass,"American, 1920–1996",American,Male,1920,1996,Q536884,500021030
373,Giampiero Bassi,"Italian, born 1926",Italian,,1926,0,,
374,Miriam Bat-Yosef,"German, born 1931",German,Female,1931,0,,
375,Georges Bataille,"French, 1897–1962",French,Male,1897,1962,Q207359,500093456
377,Josef Bato,"Hungarian, 1888–1966",Hungarian,Male,1888,1966,,
378,John Battan,"American, 1943–1976",American,Male,1943,1976,,
379,Wall Batterton,"British, born 1932",British,Male,1932,0,,
380,Dora M. Batty,"British, 1900–1966",British,Female,1900,1966,,
381,Eugen Batz,"German, 1905–1986; at Bauhaus 1929–31",German,Male,1905,1986,,
382,"Harry W. Batz, Jr.",American,American,Male,0,0,,
383,André Bauchant,"French, 1873–1958",French,Male,1873,1958,Q516924,500003676
384,Karl Bauer,"German, 1868–1942",German,Male,1868,1942,,
385,Rudolph Bauer,"American, born Poland. 1889–1954",American,Male,1889,1954,,
386,Mary Bauermeister,"American, born 1934",American,Female,1934,0,Q1426004,500021872
387,Bauhaus,German,German,,0,0,,
388,Marilyn Baum,"American, born 1939",American,Female,1939,0,,
390,Hans Theo Baumann,"German, born Switzerland 1924",German,Male,1924,0,,
391,Otto Baumberger,"Swiss, 1889–1961",Swiss,Male,1889,1961,Q121025,
392,Willi Baumeister,"German, 1889–1955",German,Male,1889,1955,Q707911,500022627
393,Lothar Baumgarten,"German, 1944–2018",German,Male,1944,2018,Q455070,500088417
395,Edward Bawden,"British, 1903–1989",British,Male,1903,1989,Q3305396,500027999
396,Glen Baxter,British,British,Male,0,0,,
397,Iain Baxter&,"Canadian, born England 1936",Canadian,Male,1936,0,Q522534,500073717
398,Hippolyte Bayard,"French, 1801–1887",French,Male,1801,1887,Q559668,500003577
399,Herbert Bayer,"American, born Austria. 1900–1985",American,Male,1900,1985,Q213637,500009369
401,Ed Baynard,"American, born 1940",American,Male,1940,0,,
402,Thomas Bayrle,"German, born 1937",German,Male,1937,0,,
403,Douglas Baz,"American, born 1943",American,Male,1943,0,,
404,Jean Bazaine,"French, 1904–2001",French,Male,1904,2001,Q708504,500031929
405,Castera Bazile,"Haitian, 1923–1966",Haitian,Male,1923,1966,Q2941413,500075513
406,William Baziotes,"American, 1912–1963",American,Male,1912,1963,Q652548,500023351
407,Gifford Beal,"American, 1879–1956",American,Male,1879,1956,Q5559916,500019899
408,Jack Beal,"American,1931–2013",American,Male,1931,2013,Q14828019,500010820
409,Lester Beall,"American, 1903–1969",American,Male,1903,1969,Q6531814,500330273
411,Mark Beard,"American, born 1956",American,Male,1956,0,,
412,Romare Bearden,"American, 1911–1988",American,Male,1911,1988,Q1291679,500007871
413,Aubrey Beardsley,"British, 1872–1898",British,Male,1872,1898,Q272566,500032068
414,Bruce Beasley,"American, born 1939",American,Male,1939,0,Q612519,500107573
415,Beath,"British, 1913–1991",British,,1913,1991,,
416,Felice Beato,"Italian, 1825–1903",Italian,Male,1825,1903,Q318352,
417,Cecil Beaton,"British, 1904–1980",British,Male,1904,1980,Q697096,500001040
418,Leslie Beaton,American,American,Female,0,0,,
420,André Beaudin,"French, 1895–1975",French,Male,1895,1975,,
421,Alessandro Becchi,"Italian, born 1946",Italian,Male,1946,0,,
422,Bernd Becher,"German, 1931–2007",German,Male,1931,2007,Q16947617,500027822
423,Thelma Becherer,"American, 1916–2008",American,Female,1916,2008,,
